,text_1,text_2,label,ROUGE-1 recall,ROUGE-1 precision,ROUGE-1 F,ROUGE-2 recall,ROUGE-2 precision,ROUGE-2 F,ROUGE-L recall,ROUGE-L precision,ROUGE-L F,POS dist score,WMD,1-gram_overlap,BertScore,chrf_score_norm,L2_score
381,the differences among,the differences between,3.667,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,0.3441393234944299,1.693414723604011,3.333333333333333,4.8768,3.654188948306596,0.9758465944756712
382,and regulations of,and rules of the,3.333,3.333333333333333,2.5,2.8571428571428577,0.0,0.0,0.0,3.333333333333333,2.5,2.8571428571428577,2.0152278408061566,1.6755044365513274,2.8571428571428568,4.614,1.6339869281045751,1.818874097638501
383,the arab states,the arabs,4.0,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,2.3476490604381035,1.039166224357078,2.0,4.665,2.380952380952381,2.283848768762497
384,reaffirm the,", reiterating",3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.605183560199196,0.0,4.2983,0.78125,3.396920133919133
385,on the development of a,the process of drafting a,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,1.8043418471968053,2.7305635343099537,3.0,4.4748,1.2077294685990336,2.5497893804180944
386,achieving a higher degree of,achieve greater,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.019262723439202,0.0,4.2325,1.1707988980716253,3.138885906602622
387,to avoid,thus avoiding,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9289865256448864,0.0,4.8621,3.0555555555555562,2.944296308577946
388,i work,i really am,3.0,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.3441393234944299,5.065997693698423,2.0,4.0905,0.8333333333333335,3.1549964789255442
389,has not yet been,have not already been,5.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,1.9100880068045176,2.5,4.5299,2.083333333333333,1.616451765638494
390,examination of the question of the,consideration of the issue of the,3.333,3.333333333333333,3.333333333333333,3.333333333333333,2.0,2.0,2.0000000000000004,3.333333333333333,3.333333333333333,3.333333333333333,2.1673285302820657,1.2717142523557616,2.5,4.8165,2.653927813163482,2.1376570662943113
391,- what 's that mean,what 's that supposed to mean,4.667,4.0,3.333333333333333,3.636363636363636,2.5,2.0,2.2222222222222223,4.0,3.333333333333333,3.636363636363636,0.0,2.1673829746835573,4.0,4.5826,3.714285714285714,1.3928738113983188
392,list -rrb-,-rrb- listed,3.333,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,1.2371303927807775,2.5,4.6848,2.8138528138528143,3.127481841582871
393,pertinent terms and conditions of,requirements for the,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.165713473661548,2.363651862954938,0.0,4.0732,0.5707762557077625,3.528371089670474
394,cost of transportation,cost of transporting,4.667,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,0.3441393234944299,0.7740256201250083,3.333333333333333,4.761,3.886010362694301,1.2984157966865697
395,this is unbelievable,- you 're unbelievable,4.667,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,0.0,2.3364777711042493,1.6666666666666665,4.3366,3.0131826741996233,2.56617178306908
396,'re really,are really,3.333,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.7851974557044478,2.5,4.4115,4.333333333333334,1.190161503328454
397,rule 160,article 160,3.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,2.3654701485287597,2.3837738969830333,2.5,4.9892,3.160919540229884,3.9179793791434445
398,it emphasises,the state party emphasizes,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.886312954218773,0.0,4.4674,2.68361581920904,3.3936136951250315
399,sake of the,interests of both the,3.667,3.333333333333333,2.5,2.8571428571428577,0.0,0.0,0.0,3.333333333333333,2.5,2.8571428571428577,2.36383687698395,2.1245832436934924,2.8571428571428568,4.5096,1.8421052631578945,3.1475915930778267
400,are relevant to the,shall apply to the,3.333,2.5,2.5,2.5,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,0.0,3.1240167102771186,2.5,4.5662,1.5752032520325199,2.480180535898904
401,and submit them,and present them,3.333,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,0.0,2.277126447468293,3.333333333333333,4.8359,2.1164021164021167,2.45010521417001
402,goes well beyond,go far beyond,3.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,2.5164973967522037,1.6666666666666665,4.5493,1.9570707070707067,2.3188663145384663
403,is worth emphasising,is necessary to underline,2.667,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,0.0,2.9891606849965,1.4285714285714284,4.3399,0.787037037037037,2.927162814536198
404,all necessary measures for,all appropriate measures to ensure that,4.333,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.3441393234944299,1.9397708918914127,2.0,4.5711,2.116935483870968,1.8664677098748508
405,order to improve,", with a view to improving",3.0,1.6666666666666665,0.8333333333333333,1.1111111111111112,0.0,0.0,0.0,1.6666666666666665,0.8333333333333333,1.1111111111111112,2.4840991915855586,3.3261628640942886,1.25,4.522,2.6436781609195403,2.7725034550292924
406,is absolutely,is definitely,4.333,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,2.7701811670242864,2.5,4.7028,1.2698412698412698,2.0306199608318827
407,management regimes,regulatory regimes,4.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.3441393234944299,2.180552161624532,2.5,4.8896,1.9892473118279568,3.2824567946774628
408,"yes , i am","oh , yes , you are",2.667,2.5,1.6666666666666665,2.0,1.6666666666666665,1.0,1.25,2.5,1.6666666666666665,2.0,0.0,2.6677173231970803,1.4285714285714284,4.5483,2.409638554216868,2.1690563155765092
409,strengthening cooperation among,strengthened cooperation between,3.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.3441393234944299,1.7161818776421334,1.6666666666666665,4.9036,3.1759906759906755,1.610511881591563
410,nuclear weapons and international,nuclear weapons and the,2.0,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,0.3441393234944299,1.2503290649032528,3.75,4.6804,3.0225988700564974,1.425203830494933
411,"acknowledges ,",was acknowledged,4.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1338905380184754,0.0,4.411,3.8461538461538463,2.8326427129236023
412,drafting committee,drafting of a,3.0,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,2.4167384323743857,2.5756208514667893,2.0,4.1949,2.2222222222222223,3.427892068772005
413,adopted a resolution,adoption of resolutions,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.134259745476792,1.3718219597581247,0.0,4.666,3.1367041198501875,2.8278927981596658
414,was underlined that,was stressed that,2.667,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,0.0,2.1884076907015766,3.333333333333333,4.4615,1.9938650306748469,1.4738559443359802
415,ministers of,prime minister in,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7373468633572176,1.9864468077188602,0.0,4.2377,2.8333333333333326,3.956267961727073
416,are bad,be harmful,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4881338165829265,0.0,4.6472,1.2152777777777777,3.371901781369251
417,medical doctors,by doctors,4.333,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.3441393234944299,2.656125701032125,2.5,4.9883,2.2916666666666665,3.5879435599828393
418,months back,months away,2.667,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.3441393234944299,2.186729005518913,2.5,4.3287,2.7450980392156867,2.451698481459366
419,am going to tell you,'m going to tell you,5.0,4.0,4.0,4.000000000000001,3.75,3.75,3.75,4.0,4.0,4.000000000000001,0.0,0.4416740105077624,4.0,4.682,4.714285714285714,0.2646919355609128
420,are operated by,are carried out by,4.333,3.333333333333333,2.5,2.8571428571428577,0.0,0.0,0.0,3.333333333333333,2.5,2.8571428571428577,0.0,1.6633259050164575,2.8571428571428568,4.6036,1.6927083333333337,2.3432349783723216
421,been communicated to,been forwarded to,3.667,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,0.0,2.535608743453795,3.333333333333333,4.7083,1.5503875968992251,1.5973830816041583
422,are in favour,lend my support,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333469480320005,4.042274051253258,0.0,4.3042,0.5451713395638629,4.069132696696506
423,"activities , especially","activities , particularly",4.333,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,0.3441393234944299,1.3066088873919044,2.5,4.9477,2.8582930756843803,0.07896973459273075
424,was still in,are in,3.667,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,0.0,3.7830956373906135,2.0,4.4722,0.6554307116104868,2.5918341315532474
425,findings of the,outcomes of all the,1.6669999999999998,3.333333333333333,2.5,2.8571428571428577,0.0,0.0,0.0,3.333333333333333,2.5,2.8571428571428577,2.278757919389607,3.502512318798587,2.8571428571428568,4.5164,1.5503875968992251,2.7783353541226012
426,its operations,current operations,2.333,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.3441393234944299,1.7043064076799497,2.5,4.9955,3.6414565826330536,2.8462996963167786
427,is not available to,are not subject to,3.333,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,2.6643799433329978,2.5,4.4375,1.321138211382114,2.552600191401996
428,even more comprehensive,more comprehensive,4.667,3.333333333333333,5.0,4.0,2.5,5.0,3.333333333333333,3.333333333333333,5.0,4.0,0.0,0.787468489588347,4.0,4.7809,3.875,2.0970593491175786
429,the proper functioning of,the normal functioning of,3.333,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,0.3441393234944299,1.1762527106847789,3.75,4.8403,3.2222222222222223,1.3768840327879321
430,human rights violation,breaches of human rights,3.0,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,1.2932833369216188,2.2668865297836818,2.8571428571428568,4.5015,2.580372250423012,3.1990312130775296
431,"first and foremost ,",the first is that the,3.0,1.25,1.0,1.1111111111111112,0.0,0.0,0.0,1.25,1.0,1.1111111111111112,0.0,2.8174543816331425,1.4285714285714284,4.1522,1.3731060606060608,3.081272109007519
432,guiding principles,principles,3.333,2.5,5.0,3.333333333333333,0.0,0.0,0.0,2.5,5.0,3.333333333333333,0.3441393234944299,1.8565241024109875,3.333333333333333,4.3562,2.5510204081632653,3.489060296965739
433,the special rapporteur informed the government,the special rapporteur advised the government,4.667,4.166666666666667,4.166666666666667,4.166666666666667,3.0,3.0,3.0,4.166666666666667,4.166666666666667,4.166666666666667,0.3441393234944299,0.770214773389854,4.0,4.9071,4.051459293394776,0.7024033412359222
434,decided to defer the,decides to defer,4.333,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,0.0,0.8292559614140189,2.8571428571428568,4.7431,2.923976608187135,1.5224367205058535
435,council is,rights council,3.667,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.3441393234944299,1.867189367694584,2.5,4.3471,3.1645569620253164,4.153362739516009
436,on establishing,to be established,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.076914779267901,0.0,4.401,3.0183727034120733,3.352343873904173
437,also concluded,group concluded,4.667,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,1.8697571324103783,2.5,4.9812,3.304597701149425,2.9283437109482957
438,of progress made in implementing,of progress in the implementation,4.0,3.0,3.0,3.0,1.25,1.25,1.25,3.0,3.0,3.0,0.3441393234944299,0.83960595245811,3.0,4.7535,3.322072072072072,1.4668344317585353
439,both the government of,the government is,4.0,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,0.3441393234944299,1.6204684043011284,2.8571428571428568,4.3952,3.2894736842105265,2.0878770700711162
440,article 78 of,section 78 of,3.667,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,2.0531513131811727,1.5837637950957903,3.333333333333333,4.9548,2.0634920634920637,2.539458404756248
441,was able to,'ve managed to,3.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,3.6111626558627017,1.6666666666666665,4.4834,1.0416666666666667,2.576914418010467
442,medical services,medical care is,4.667,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,2.5052388419640352,1.1934332692707184,2.0,4.3212,2.3631840796019903,2.8572124031126354
443,adoption by,adopted an,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4779835006280773,0.0,4.2638,1.6865079365079363,3.8648312130241593
444,and capacity,and the ability,2.667,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,2.2913987486511114,2.616355640761517,2.0,4.454,1.4455782312925167,2.5856855714756772
445,ensure the protection of,purpose of protecting,4.0,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,2.321985380800223,1.3671021028843453,1.4285714285714284,4.2236,2.083333333333333,3.479195417808818
446,"member state , and",member states as well,3.667,1.25,1.25,1.25,0.0,0.0,0.0,1.25,1.25,1.25,1.0940134600085596,1.8376394133030145,1.4285714285714284,4.3356,3.2172995780590714,2.2397585299885514
447,assisted to,is helping to,3.333,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.0,3.3480974937385852,2.0,4.5075,0.9578544061302684,3.6164099592725942
448,in my answer,in my reply,4.667,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,1.734538154851143,2.7231696345785257,3.333333333333333,4.8025,2.039007092198581,1.1785702881090154
449,the ship,board ships,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.753794939992491,3.304280200855575,0.0,4.8669,2.155172413793104,3.659538829530274
450,included in,mainstreamed in,4.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,3.423189287025788,2.5,4.6346,1.6853932584269662,2.9199749659923007
451,preparing for,of the preparations for,4.667,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,0.0,2.020156157845186,1.6666666666666665,4.4059,2.391304347826087,3.2421195222653143
452,"no , no , this is","- nope ,",4.0,0.8333333333333333,1.6666666666666665,1.1111111111111112,0.0,0.0,0.0,0.8333333333333333,1.6666666666666665,1.1111111111111112,0.0,3.530799058515504,0.0,4.2168,0.5514705882352942,2.527994565528232
453,is a need for,was vital for,2.333,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,0.0,3.0944424807719684,1.4285714285714284,4.5386,1.1904761904761905,2.4518105580998633
454,is to be,must therefore be,3.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,2.8502137048780583,1.6666666666666665,4.0825,1.4322916666666663,2.6934335630578317
455,and services sectors,and service sectors,5.0,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,0.921173356193337,0.3043084335052386,3.333333333333333,4.9394,4.022988505747127,1.1501026435232553
456,assets were,asset of,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5647058109218657,2.1469304688883475,0.0,4.3767,1.6260162601626018,3.9923989800314112
457,"return of refugees ,",refugee return,4.667,1.25,2.5,1.6666666666666665,0.0,0.0,0.0,1.25,2.5,1.6666666666666665,0.9714605366280796,1.3551743874715485,2.0,4.2772,2.514792899408284,3.5841582159248984
458,", government departments",departments is,2.667,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,0.3441393234944299,2.0030058120492167,2.5,4.2652,2.1138211382113816,2.9007234013445817
459,- you 're lying,you are a liar,4.667,1.25,1.25,1.25,0.0,0.0,0.0,1.25,1.25,1.25,0.0,2.873902556076832,1.4285714285714284,4.4193,1.3440860215053765,2.1305594127611
460,real democracy,true democracy,3.667,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.3441393234944299,1.0175560157712429,2.5,4.998,3.405797101449275,2.4735566285460804
461,am aware,is well known,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.897895674918145,0.0,4.4397,0.4166666666666667,3.9750128687999715
462,is naturally,are certainly,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.077993793226808,0.0,4.2231,0.8680555555555556,2.936833783315115
463,toppled iraqi president saddam hussein,iraqi president saddam hussein,3.0,4.0,5.0,4.4444444444444455,3.75,5.0,4.285714285714286,4.0,5.0,4.4444444444444455,0.3441393234944299,0.9455853667478916,4.444444444444445,4.7301,3.9625360230547546,2.1404837103274263
464,passenger traffic,passengers,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7620645156208568,2.2604220928739545,0.0,4.4385,2.355072463768116,4.276357423792109
465,during the elections,at the elections,2.667,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,0.3441393234944299,1.959717843273724,3.333333333333333,4.9981,3.3625730994152048,2.2747983131931906
466,by resolution,-lrb- resolutions,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7391995344856108,1.825909114986704,0.0,4.3199,3.9755351681957185,3.8174391608412757
467,financing of this,financing of such,4.333,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,0.3441393234944299,0.6859782257094741,3.333333333333333,4.5067,3.7356321839080464,1.2903695833960058
468,has agreed to,has been committed to,4.333,3.333333333333333,2.5,2.8571428571428577,0.0,0.0,0.0,3.333333333333333,2.5,2.8571428571428577,0.0,2.6614692327422147,2.8571428571428568,4.5309,1.991150442477876,2.4956250527583
469,transportation to,transport to,4.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,1.6757857524503177,0.8522640398197864,2.5,4.9977,2.6785714285714284,1.0869778774054115
470,", is committed to",remains committed to,3.0,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,0.0,1.4229076599766382,3.333333333333333,4.8059,3.941441441441442,1.722955884410557
471,said that it,was suggested that it,4.333,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,0.0,2.596010903352652,2.8571428571428568,4.6287,3.2852564102564097,1.591040255349725
472,is important for,is critical to,2.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,2.5216373279974857,1.6666666666666665,4.6962,0.8145363408521302,1.6162534077747566
473,major general ghazi,general ghazi,4.333,3.333333333333333,5.0,4.0,2.5,5.0,3.333333333333333,3.333333333333333,5.0,4.0,0.3441393234944299,1.309214023020658,4.0,4.7369,3.30188679245283,2.3864624049138667
474,the counterfeiting,counterfeits,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89427221039255,1.2283379033120674,0.0,4.2357,2.8523489932885897,4.243119050209178
